iter	MAE
587	2.50763264
588	2.506606049
589	2.502476427
590	2.500364509
591	2.498204978
592	2.497575288
593	2.494918544
594	2.490248514
595	2.489250105
596	2.488215946
597	2.486807456
598	2.485209541
599	2.483975771
600	2.480451983
601	2.479621612
602	2.477264916
603	2.475923358
604	2.474847259
605	2.472961259
606	2.470427433
607	2.468248198
608	2.465365097
609	2.463165406
610	2.460645079
611	2.459448637
612	2.458173342
613	2.457521007
614	2.452713949
615	2.448171234
616	2.443642464
617	2.44079767
618	2.43402442
619	2.432670024
620	2.4299454
621	2.428208947
622	2.424920072
623	2.423096124
624	2.420572009
625	2.42009364
626	2.415981486
627	2.414852415
628	2.414235783
629	2.413334739
630	2.412524763
631	2.403008703
632	2.399506507
633	2.397790722
634	2.390741637
635	2.386256529
636	2.386005372
637	2.380674977
638	2.379027481
639	2.37642742
640	2.376145647
641	2.375449034
642	2.37486899
643	2.374282432
644	2.3728061
645	2.372483099
646	2.371557142
647	2.369321988
648	2.368227514
649	2.365999594
650	2.365410359
651	2.362437689
652	2.359705014
653	2.357081544
654	2.354698683
655	2.353875253
656	2.351401483
657	2.349365696
658	2.347905484
659	2.345338181
660	2.343975273
661	2.343171562
662	2.34213593
663	2.339957777
664	2.338633867
665	2.338209336
666	2.3352252
667	2.334730579
668	2.333355052
669	2.329244645
670	2.326286438
671	2.32512429
672	2.324084038
673	2.322467589
674	2.320993176
675	2.319071343
676	2.316773902
677	2.315376343
678	2.310064605
679	2.305271446
680	2.304470944
681	2.303044645
682	2.301338378
683	2.301048721
684	2.299865555
685	2.296916774
686	2.296237155
687	2.294915826
688	2.290420744
689	2.286178757
690	2.284699801
691	2.28346478
692	2.281351233
693	2.280376691
694	2.275832825
695	2.273930551
696	2.269269968
697	2.267715312
698	2.262434073
699	2.260957422
700	2.258698283
701	2.257859838
702	2.254276488
703	2.252278806
704	2.250045019
705	2.248152515
706	2.245945427
707	2.243110246
708	2.241098216
709	2.240306875
710	2.2381944
711	2.236576287
712	2.233120048
713	2.229989585
714	2.227656368
715	2.226321736
716	2.224159123
717	2.223267302
718	2.219736571
719	2.217665116
720	2.21546617
721	2.214226057
722	2.21167418
723	2.210461677
724	2.209244065
725	2.20891241
726	2.203148811
727	2.202370598
728	2.194128134
729	2.193161109
730	2.191354192
731	2.188639634
732	2.186872518
733	2.185180407
734	2.183532948
735	2.182136729
736	2.180860186
737	2.180468267
738	2.178135931
739	2.176275231
740	2.174447291
741	2.17211077
742	2.171162307
743	2.168711666
744	2.168223086
745	2.164208388
746	2.16297057
747	2.162361927
748	2.159779724
749	2.157456161
750	2.156668614
751	2.15587052
752	2.150141809
753	2.148747971
754	2.146300884
755	2.144817742
756	2.143610884
757	2.142932758
758	2.141931985
759	2.140532103
760	2.138664368
761	2.136336639
762	2.134948858
763	2.132631348
764	2.130358133
765	2.127779759
766	2.126153451
767	2.125208552
768	2.12392077
769	2.123181089
770	2.122581304
771	2.122024804
772	2.121279257
773	2.120110988
774	2.118292523
775	2.11686688
776	2.116625026
777	2.114440661
778	2.112694816
779	2.10924427
780	2.108900724
781	2.108583233
782	2.10485983
783	2.10384267
784	2.101920195
785	2.100775303
786	2.099356602
787	2.097625822
788	2.096711353
789	2.093404548
790	2.092375013
791	2.089738642
792	2.088817531
793	2.086319744
794	2.084445893
795	2.081063883
796	2.079831187
797	2.074021618
798	2.072155848
799	2.07164419
800	2.070542561
801	2.069648641
802	2.068460443
803	2.06444324
804	2.062267823
805	2.060660593
806	2.058072811
807	2.057214066
808	2.054673235
809	2.053667506
810	2.053271187
811	2.052174619
812	2.051829954
813	2.050825294
814	2.048760866
815	2.046945088
816	2.04673582
817	2.041973098
818	2.039160181
819	2.03801774
820	2.037334411
821	2.036740518
822	2.030961962
823	2.029786348
824	2.028164492
825	2.02531307
826	2.024381079
827	2.023960195
828	2.023008549
829	2.022281067
830	2.018479476
831	2.01773208
832	2.015274602
833	2.012287644
834	2.01095121
835	2.010428456
836	2.009727678
837	2.007558525
838	2.006159331
839	2.004262625
840	2.001115641
841	1.997233734
842	1.99672793
843	1.996450333
844	1.994992246
845	1.990488759
846	1.988203111
847	1.987310092
848	1.987033966
849	1.984217659
850	1.982851791
851	1.981898449
852	1.981184626
853	1.980663806
854	1.978076087
855	1.977010601
856	1.976676357
857	1.974859012
858	1.971569295
859	1.967033697
860	1.966665649
861	1.965582977
862	1.964911341
863	1.962609163
864	1.961525295
865	1.960822239
866	1.959695639
867	1.958231498
868	1.956086774
869	1.954128125
870	1.948319618
871	1.946610262
872	1.945433655
873	1.942540271
874	1.94223408
875	1.941869145
876	1.939535722
877	1.937584577
878	1.936452236
879	1.936223211
880	1.935127928
881	1.934704866
882	1.932271353
883	1.931983225
884	1.930085428
885	1.926789664
886	1.925975647
887	1.924782733
888	1.923548849
889	1.922340065
890	1.920558601
891	1.919609941
892	1.915666068
893	1.914588817
894	1.914357068
895	1.914168459
896	1.912270236
897	1.911379141
898	1.910349258
899	1.909554128
900	1.907880375
901	1.906514358
902	1.905326598
903	1.904415976
904	1.904201946
905	1.903937553
906	1.903069434
907	1.902822555
908	1.902633534
909	1.899575632
910	1.899190446
911	1.898585938
912	1.898139724
913	1.897690334
914	1.894331545
915	1.893672662
916	1.892962404
917	1.892073559
918	1.891531813
919	1.890507433
920	1.890272751
921	1.889310386
922	1.887676744
923	1.887477792
924	1.887123558
925	1.886257476
926	1.885451079
927	1.885053836
928	1.884370873
929	1.884253141
930	1.882118106
931	1.88192423
932	1.880483835
933	1.877983756
934	1.876004515
935	1.874646653
936	1.873943187
937	1.871792968
938	1.8696595
939	1.867235179
940	1.866664379
941	1.865348387
942	1.86422302
943	1.861630025
944	1.858663847
945	1.858060809
946	1.856115226
947	1.85500864
948	1.854189714
949	1.852545224
950	1.852165398
951	1.851474592
952	1.851037734
953	1.850887451
954	1.850283954
955	1.85003096
956	1.849501437
957	1.849397232
958	1.84758332
959	1.847435276
960	1.845490508
961	1.845047717
962	1.844278031
963	1.843976
964	1.843098592
965	1.840906958
966	1.839507145
967	1.839167725
968	1.837377826
969	1.835164025
970	1.830939611
971	1.829834221
972	1.827197777
973	1.826784434
974	1.82580528
975	1.8248916
976	1.82399961
977	1.823860312
978	1.82332735
979	1.822609555
980	1.821628089
981	1.820320496
982	1.817036259
983	1.814771458
984	1.814416501
985	1.813671188
986	1.813552044
987	1.812910865
988	1.81151184
989	1.810981733
990	1.810505857
991	1.810001779
992	1.809747011
993	1.809640186
994	1.809192565
995	1.808308407
996	1.80780581
997	1.806388025
998	1.804861953
999	1.804314901
