CID,Name,log_vp,vp
8635,methyl anthranilate ,-1.5670307091255944,0.027099999999999992
8785,benzyl acetate ,0.15385058169208776,1.4251172
8797,p-cresyl acetate ,-0.6686186194419861,0.2144773230980574
8821,"2,6-nonadienal ",1.395902395248413,24.882980272606197
8842,citronellol ,-1.6989700043360187,0.020000000000000004
8857,ethyl acetate ,1.8750969812542744,75.00616851
8868,ethyl acetoacetate ,-0.12490301590856831,0.75006169
8878,allyl heptanoate ,-0.8523262143135071,0.1404991787464622
8908,hexyl acetate ,0.12057393120584989,1.32
8914,nonanol ,-1.6439741428068773,0.0227
9017,citronellyl acetate ,-1.8897778987884521,0.012889085399440546
9024,dimethy benzyl carbinyl acetate ,-1.8040401935577393,0.015702174754150665
10353,dihydro terpineol ,-1.0775492191314697,0.08364707921130386
10795,acetaldehyde dimethyl acetal ,2.23345302204072,171.17999999999992
10947,muscone ,-2.900364637374878,0.0012578688508230317
11463,terpinolene ,-0.13076828026902382,0.74
12180,methyl butyrate ,1.5092025223311027,32.29999999999999
12756,gamma-hexalactone ,-0.32434338331222534,0.4738671648826754
12810,delta-decalactone ,-1.3536196947097778,0.044297611023413626
12813,gamma-decalactone ,-1.3139410018920898,0.048535443019191125
