,CID,f1_mass_PC1,f2_lipophilicity_PC1,f3_lipophilicity_extended_PC1,f3_lipophilicity_extended_PC2,f3_lipophilicity_extended_PC3,f3_lipophilicity_extended_PC4,f4_volume_PC1,f5_volume_PC1,f6_volume_PC1,f7_surface_shape_Mor_PC1,f7_surface_shape_Mor_PC2,f7_surface_shape_Mor_PC3,f7_surface_shape_Mor_PC4,f7_surface_shape_Mor_PC5,f7_surface_shape_Mor_PC6,f7_surface_shape_Mor_PC7,f8_surface_shape_RDF_PC1,f8_surface_shape_RDF_PC2,f8_surface_shape_RDF_PC3,f8_surface_shape_RDF_PC4,f8_surface_shape_RDF_PC5,f8_surface_shape_RDF_PC6,f8_surface_shape_RDF_PC7,f8_surface_shape_RDF_PC8,f9_whim_PC1,f9_whim_PC2,f9_whim_PC3,f9_whim_PC4,f10_geometry_topology_PC1,f10_geometry_topology_PC2,f10_geometry_topology_PC3,f10_geometry_topology_PC4,f10_geometry_topology_PC5,f10_geometry_topology_PC6,f10_geometry_topology_PC7,f10_geometry_topology_PC8,f11_spatial_autocorrelation_PC1,f11_spatial_autocorrelation_PC2,f11_spatial_autocorrelation_PC3,f11_spatial_autocorrelation_PC4,f11_spatial_autocorrelation_PC5,f11_spatial_autocorrelation_PC6,f11_spatial_autocorrelation_PC7,f11_spatial_autocorrelation_PC8,f12_polarity_PC1,f13_p_vsa_logp_PC1,f13_p_vsa_logp_PC2,f13_p_vsa_logp_PC3,f13_p_vsa_logp_PC4,f13_p_vsa_logp_PC5,f14_spdiam_PC1,f14_spdiam_PC2,f14_spdiam_PC3,f14_spdiam_PC4,bp_value
243,519382,0.668722444099341,0.6175301857215618,1.0273420812302798,-0.1290175088106259,0.0948699570352161,-0.0054957714584291,0.9398609073185183,0.969734584282698,0.9140957262347956,-11.84219857256964,-1.601500224274805,-3.280140608841031,-3.2857981525543654,-2.309178489663004,1.7824212847791372,-0.6291662000146003,4.28154990943879,-5.461966592874431,3.0054139560184048,-1.8909025820845036,2.3061136477244264,-0.4101647552545217,0.7397900526274593,-1.761420726634925,1.157903031768324,-0.7574651717748537,-0.1237776310464734,-0.1046109741625331,10.172556204316466,-6.137462918252058,-3.12416290913736,-0.4204534717957078,2.6656421656148592,-2.982100812206828,-0.8644755764302183,-2.1737987000320613,-2.9788631137068133,3.797514265609113,-2.111801955893768,0.2462831000750979,-0.1270423769417287,-2.427547843477622,-1.811045486592753,4.08007096204803,0.2465941035710268,1.299535688926278,0.3635593426566888,-0.115006330125851,-0.747327408422333,0.2167466997854934,1.73820297417906,0.3810951529140606,-0.7887817046358163,0.2358517329256253,1.096107322934059
244,520506,-0.0024910080884161,0.0225556731777571,-0.1060839444000814,0.0044365237462348,0.178810016867819,-0.0011360033508608,-0.0313648568960114,-0.060686966051669,-0.047344940007682,0.1417590160360136,-0.9752754889544006,-0.4755066271730162,-0.6282878344470514,0.0700875397870274,-0.322982435922206,0.1537791398041753,-2.63420557460085,-1.6292126312215656,0.7817561326451938,-0.2707201737271267,0.0096276590055601,-0.0655426834206797,-0.807686498744115,0.3145706017830602,-0.1667328842453174,-0.0942334320396566,0.0779160386707952,0.11011695070406,-1.2785489060638926,-1.2465107910904203,-1.1412188807692518,-2.098594554843641,0.6995605142454817,-0.232361878863561,0.6946777871730572,-0.694363037032784,0.4833424243360937,-0.0105200664604274,-0.2402027599078116,0.0797211289840309,0.0048882072536576,-0.2236648006669138,-0.1445878187087383,-0.0781411081636752,0.0426364473626486,-0.080663218993684,0.3567587554850895,0.0822427344295235,-0.2834538170174974,0.0245160256205515,-0.108040477213415,0.2121504897771288,-0.2531749696517813,-0.1381002749229652,-0.46224116117544295
245,522514,-0.4458868816015885,-0.2298054968770548,-0.7192164648370692,-0.1040303490576888,0.1591545606452326,0.0171220999392709,-0.2342031595046012,-0.2390905066787435,-0.1910022212976697,-1.726136857347773,0.5374447302249074,-6.860336309299496,-0.9412185065558106,0.9416631969369578,1.429702161212084,-0.4198005871310412,-2.980374205328667,-3.5296553574300624,2.933208847210803,-2.629827922941736,3.686491487523434,-2.1648503405644672,2.328489799705526,-1.4923794886875212,0.169632426628604,-1.865387260989816,1.1321159384868615,-0.3986699393440376,-0.841540541990254,-6.5458038449944285,-10.966227362174257,4.163634162953917,-2.7056272892194184,-1.6831735135995949,-2.7403118388110257,0.0810724089244569,-4.736424651914079,-0.0506481683172002,4.3002177030198885,1.9250395461467047,3.6346365658438375,2.4443293208133,1.710447407962615,3.396112489637804,-0.5012506358596933,1.78882054816491,-0.7449051155590788,-0.2052945261049807,0.250750017290727,-1.04528926595081,1.1155502732944935,-0.4753920588283921,-1.5285180164226373,0.1470526924307951,-0.28479525623392876
246,526760,-0.0024910080884161,0.0225556731777571,-0.1060839444000814,0.0044365237462348,0.178810016867819,-0.0011360033508608,-0.0313648568960114,-0.060686966051669,-0.047344940007682,0.1417590160360136,-0.9752754889544006,-0.4755066271730162,-0.6282878344470514,0.0700875397870274,-0.322982435922206,0.1537791398041753,-2.63420557460085,-1.6292126312215656,0.7817561326451938,-0.2707201737271267,0.0096276590055601,-0.0655426834206797,-0.807686498744115,0.3145706017830602,-0.1667328842453174,-0.0942334320396566,0.0779160386707952,0.11011695070406,-1.2785489060638926,-1.2465107910904203,-1.1412188807692518,-2.098594554843641,0.6995605142454817,-0.232361878863561,0.6946777871730572,-0.694363037032784,0.4833424243360937,-0.0105200664604274,-0.2402027599078116,0.0797211289840309,0.0048882072536576,-0.2236648006669138,-0.1445878187087383,-0.0781411081636752,0.0426364473626486,-0.080663218993684,0.3567587554850895,0.0822427344295235,-0.2834538170174974,0.0245160256205515,-0.108040477213415,0.2121504897771288,-0.2531749696517813,-0.1381002749229652,-0.46224116117536823
247,637511,-0.0024910080884161,0.0225556731777571,-0.1060839444000814,0.0044365237462348,0.178810016867819,-0.0011360033508608,-0.0313648568960114,-0.060686966051669,-0.047344940007682,0.1417590160360136,-0.9752754889544006,-0.4755066271730162,-0.6282878344470514,0.0700875397870274,-0.322982435922206,0.1537791398041753,-2.63420557460085,-1.6292126312215656,0.7817561326451938,-0.2707201737271267,0.0096276590055601,-0.0655426834206797,-0.807686498744115,0.3145706017830602,-0.1667328842453174,-0.0942334320396566,0.0779160386707952,0.11011695070406,-1.2785489060638926,-1.2465107910904203,-1.1412188807692518,-2.098594554843641,0.6995605142454817,-0.232361878863561,0.6946777871730572,-0.694363037032784,0.4833424243360937,-0.0105200664604274,-0.2402027599078116,0.0797211289840309,0.0048882072536576,-0.2236648006669138,-0.1445878187087383,-0.0781411081636752,0.0426364473626486,-0.080663218993684,0.3567587554850895,0.0822427344295235,-0.2834538170174974,0.0245160256205515,-0.108040477213415,0.2121504897771288,-0.2531749696517813,-0.1381002749229652,-0.4622411611752941
248,637520,-0.2255797725536387,-0.2953389214470976,-1.012112405022885,-0.2643131541507267,0.1207717456667555,0.0512840323661909,-0.5845148093075689,-0.5500083690920898,-0.5704537119156251,13.681237591247088,2.7358402485834725,2.033725781139337,-1.046206843491633,-0.289143611506259,0.5314206384908696,0.0160675119458703,-6.669445377196054,0.978218833395244,-1.912096927334948,1.4376259359526384,-1.8782784909694423,1.3276987386230257,-0.3213777008624114,-0.8315650199907362,-1.208959648069352,1.1381548604584966,-0.9492811368815764,-0.0470707438275946,-9.778619147388174,0.9622988177120464,6.961998152943779,-3.6302081260211176,2.43815874513119,-0.9071908812908664,-1.8690997395030444,2.7087126422430914,0.0983405114930444,-1.5546407104733055,-4.216608791360884,-1.7985134248983603,-0.4010262433697062,-0.0835218185563172,0.8064728195137721,-0.0639427389764803,0.926452957598954,-2.4500799940210505,-0.4614292554663033,-0.019582230223284,0.3302372016552249,0.4109085249146009,-0.4383743463251359,0.2560709122865244,-0.0769801441830864,-0.161731878258061,-0.5802840523162738
249,637531,-0.0024910080884161,0.0225556731777571,-0.1060839444000814,0.0044365237462348,0.178810016867819,-0.0011360033508608,-0.0313648568960114,-0.060686966051669,-0.047344940007682,0.1417590160360136,-0.9752754889544006,-0.4755066271730162,-0.6282878344470514,0.0700875397870274,-0.322982435922206,0.1537791398041753,-2.63420557460085,-1.6292126312215656,0.7817561326451938,-0.2707201737271267,0.0096276590055601,-0.0655426834206797,-0.807686498744115,0.3145706017830602,-0.1667328842453174,-0.0942334320396566,0.0779160386707952,0.11011695070406,-1.2785489060638926,-1.2465107910904203,-1.1412188807692518,-2.098594554843641,0.6995605142454817,-0.232361878863561,0.6946777871730572,-0.694363037032784,0.4833424243360937,-0.0105200664604274,-0.2402027599078116,0.0797211289840309,0.0048882072536576,-0.2236648006669138,-0.1445878187087383,-0.0781411081636752,0.0426364473626486,-0.080663218993684,0.3567587554850895,0.0822427344295235,-0.2834538170174974,0.0245160256205515,-0.108040477213415,0.2121504897771288,-0.2531749696517813,-0.1381002749229652,-0.46224116117544295
250,637566,-0.4458868816015885,0.0978616259731562,0.1405643772307208,0.0971531930021248,0.1814980209964202,-0.0079103114977322,-0.0313648568960114,-0.000564727463453,-0.1910022212976697,-0.626306575144548,-5.764894155347927,-0.4637042340257047,-4.709003364554016,-2.014421122875473,-1.150265284256504,-1.5810885609011374,1.0063207214757712,-0.3157573084289956,-1.5754478898808837,1.8368766308216509,-3.132658025291548,1.1454437236177166,-0.592288528538674,1.8847534120534792,0.0218681067839387,0.4581132337568048,-0.4290005562349951,0.1086225984767591,1.2523278800538105,1.691926553886809,0.7953001205452279,-5.009166613335049,-0.8720435007768085,1.0296239731590249,-0.4093253489509781,3.4880938199505382,-1.8026753130005464,4.239814552398575,-1.374313516815442,-0.0823550697208531,0.1646997349236894,-0.5845990781636082,0.8397409226531187,-1.8619653566465448,-0.7958561392717951,-0.7426542762587679,-2.124919455159973,0.1957044634061078,-0.2488673992768301,0.2620303304225016,-1.2068104939372075,0.1969406522242643,0.1102132331925641,0.137018513876461,0.44414360159660043
251,637758,0.1646864824896366,0.0403761658239965,-0.3529389352096778,-0.2752116713273208,0.1466768324390166,0.0304724878446776,-0.1488621002566071,-0.1254717455916248,-0.1544745634364584,11.610888899400107,5.262995767279821,2.9710344443509986,-1.222520435273588,1.31797621089144,-0.6007696481914367,1.1631946489474685,-1.9251754551489897,4.256227685331323,-7.210127559809359,2.453390471709262,-2.1060559267267105,-0.3389913783721734,6.666231888333163,-1.5942482278774242,-0.3669605650142298,1.7852532259948486,-0.906553683910559,-0.0466638981051381,-6.051859344137408,6.066906360684921,8.840558476157318,-2.616639603305781,-3.436196564049668,1.1325441007923922,-2.007539589057842,3.2008886979462137,1.851347879917344,-2.86712614700982,-2.504439038286294,-1.3696100867698529,0.5931810759516093,-0.2980676066889963,-0.5011374967154929,0.1773404032342225,0.926452957598954,-1.909184866206036,-0.4753276594824988,0.233758064649114,0.6039068799139835,0.5064063006819459,-0.2469058389297138,0.6062735056913587,0.2549817780252518,-0.1809152554424296,-0.09847322504609587
252,637776,0.2208759219185333,-0.178068582742811,-0.3259852194360845,0.1848803307226427,0.1982073962154347,-0.0186339470690781,-0.0158772032485571,-0.060686966051669,-0.0108172821464707,14.01479108327026,6.349155553087103,0.1081110763951365,-3.600894218782053,0.7426882554696708,2.733621925053972,-3.1860934012373385,-0.7905966690911753,-0.1179592510216508,-2.1467009510585275,2.289395874819369,-3.0387471731482774,1.7968920678710705,0.3118531895982409,2.7665995797992227,0.9855900109652658,0.5043573380357275,-1.861345157739713,0.0892685246157201,-0.8298073608699359,0.0221477546286873,5.390670920750721,-3.99132888022417,2.7650445446382523,-2.592107565629882,-4.212942766158971,3.578368617919098,-0.9598067425170056,-3.4104041102157665,-3.284513550168763,-0.993321090844005,3.371635145119469,1.172633368097328,2.04414718360698,0.4785374940033594,0.699833339589645,-2.54348268603911,-0.3084275602518654,3.072402780014748,-1.16133532894417,0.0209208325817273,0.4982692113401016,0.1868407823708324,-0.4941758778544752,-0.2725895959157038,0.30508870837818697
253,638011,-0.5020763210304852,-0.0136601667162139,0.3001265332246875,0.4844800372299859,0.2057760094830965,-0.0275157997465483,-0.164304335564919,-0.0653495070034081,-0.334659502587657,0.2063717810594288,-7.783199274784788,-4.791228265387025,-3.0311862545452524,-0.832080205046139,-0.6964316683572809,0.7662874563720716,-3.3953735415298216,-2.634949657949321,1.1552437978335288,-0.8911444606668231,1.069068661528513,0.5326857763146344,1.1217106332044595,1.233954140774769,0.5776249165432368,-1.4192740740864815,1.3693326382916078,-0.1906821155936285,-2.170731399986563,-4.763582221301012,2.799304781737075,1.1984790457875516,1.6034936486539335,1.0922851905183015,2.322663023131168,0.1069688167561725,-1.0462662502820888,3.4172811553695683,-2.199318827377588,1.075698552500768,-1.8402657455102156,-2.4299595088158914,-0.6841669554364869,-1.519210426590641,-0.1839831706466604,-0.4116657544812702,0.7473668384401545,-0.9643312274279924,-0.2281905799192961,0.3300677370766272,-1.2068104939372075,0.1969406522242643,0.1102132331925641,0.137018513876461,0.4237697353048049
254,643820,-0.4458868816015885,0.0978616259731562,0.1405643772307208,0.0971531930021248,0.1814980209964202,-0.0079103114977322,-0.0313648568960114,-0.000564727463453,-0.1910022212976697,1.0430531860832122,-7.48695108508528,-5.7068107962780354,-5.47383828257111,-2.3470413930099903,-1.9304484508917772,-1.3420843000340266,-0.4212473932355225,-3.516786341587857,1.774857415151606,-1.200867511948217,1.0308345740524651,0.2376609514975457,0.4683437610753447,5.624623118428411,0.6512083705972167,-1.4084534881890582,0.5358363441178653,-0.2972081488793144,2.321666680403697,-3.9106140794477913,-1.2321912724857105,-1.8085144949447505,0.8215949776017336,0.0156568155482385,0.4554551160828756,1.5950827245618744,-1.8026753130005464,4.239814552398575,-1.374313516815442,-0.0823550697208531,0.1646997349236894,-0.5845990781636082,0.8397409226531187,-1.8619653566465448,-0.7958561392717951,-0.7426542762587679,-2.124919455159973,0.1957044634061078,-0.2488673992768301,0.2620303304225016,-1.2068104939372075,0.1969406522242643,0.1102132331925641,0.137018513876461,-1.684925425896038
255,853433,-0.169390333124742,-0.5137836700139052,-0.8944392257029472,0.2560997964921994,0.1871435396413568,-0.0376488606800501,-0.4515753306386613,-0.4852235895521348,-0.4270690250872884,15.330972683596007,5.010446394312697,0.345877140430604,-0.6094005012157468,-1.8749485764752336,2.261193441404412,-0.9078711050443335,-4.557543399389325,-0.600129073261017,-1.0951588419041485,1.2044101617046492,-1.8712366352179612,1.6135974204818295,-0.2625483104233566,0.851859921424972,-0.0285149973865502,0.1317473695801025,-1.82683718279355,-0.0574534036862631,-6.115530064827494,-3.153090785364041,5.466691880818622,0.1397406691712138,2.8595280892755803,-1.582899307478817,-2.24446730106282,2.322067092987736,-0.1243070884271588,-2.5139917964139538,-3.4549573808239296,-1.0419420367292438,2.2445145966024924,-0.2072257111475566,1.8297356645210645,0.5415447158022388,0.201270179969165,-2.2911532281074694,0.6018614852532153,0.3377146729843627,-0.0236213415714972,0.4784170324733312,0.2616357921070702,-0.0516203591158236,-0.6827426232833345,-0.2389670984675349,1.1900512204055282
