,CID,Canonical_Name,Imax,vp_exp,predicted_log_vp,vp_source,log_vp
364,11124,METHYL PROPIONATE,70.0,63.75524323,0.0,experimental,1.8045159069447254
365,11160,METHYL ISOVALERATE,92.0,,1.020476222038269,predicted,1.020476222038269
366,11173,PRENOL,49.0,1.05008636,0.0,experimental,0.02122501728819111
367,11176,PROPYL ISOVALERATE,50.0,,-0.043750811368227005,predicted,-0.043750811368227005
368,11230,TERPINEN-4-OL,35.0,,-1.1673829555511475,predicted,-1.1673829555511475
369,11251,3-METHYL-2-BUTANONE,72.0,41.25339268,0.0,experimental,1.6154596707432545
370,11335,"2,6-DIMETHYLPHENOL",31.0,0.274,0.0,experimental,-0.562249437179612
371,11340,O-METHYLACETOPHENONE,55.0,,-0.6491219997406006,predicted,-0.6491219997406006
372,11363,"1-PHENYL-1,2-PROPANEDIONE",47.0,,-2.404745578765869,predicted,-2.404745578765869
373,11419,2-METHYLCYCLOHEXANONE,64.5,,-0.043574731796979904,predicted,-0.043574731796979904
374,11428,3-PENTANOL,79.0,6.00049348,0.0,experimental,0.7781869681883169
375,11463,TERPINOLENE,60.0,0.74,0.0,experimental,-0.13076828026902382
380,11505,4-METHYLBENZYL ALCOHOL,29.0,0.053,0.0,experimental,-1.275724130399211
381,11508,3-METHYL-1-PENTANOL,57.0,,0.017169320955872536,predicted,0.017169320955872536
382,11514,ISOBUTYL ISOVALERATE,27.0,,-0.5013731718063354,predicted,-0.5013731718063354
383,11517,butyl N-octanoate,20.0,,-1.786081075668335,predicted,-1.786081075668335
384,11520,3-HEPTANOL,41.0,,-0.04887279495596886,predicted,-0.04887279495596886
385,11525,4-METHYLCYCLOHEXANONE,57.0,,-0.24299205839633942,predicted,-0.24299205839633942
386,11527,OCTANOL 3 NATURAL,55.0,,-0.5409836769104004,predicted,-0.5409836769104004
387,11529,BUTYL PROPIONATE,35.0,2.8502344,0.0,experimental,0.45488057735606896
388,11559,ANGELICA LACTONE ALPHA,41.0,,-0.2649317979812622,predicted,-0.2649317979812622
389,11567,3-METHYLCYCLOHEXANONE,65.0,,-0.3387945890426636,predicted,-0.3387945890426636
390,11576,BUTYL ACETOACETATE,18.0,,-1.2622014284133911,predicted,-1.2622014284133911
391,11583,2-HEXANONE,53.0,2.70022207,0.0,experimental,0.4313994826070069
392,11613,BUTYL ISOTHIOCYANATE,62.0,,0.5783335566520691,predicted,0.5783335566520691
393,11614,BUTYL FORMATE,78.0,21.75178887,0.0,experimental,1.337494979195159
395,11617,ALLYL SULFIDE,91.0,9.22,0.0,experimental,0.9647309210536293
396,11622,2-TRIDECANONE,25.0,,-2.0908753871917725,predicted,-2.0908753871917725
397,11732,(+-)-3-METHYL-2-BUTANOL,69.0,,0.5667017698287964,predicted,0.5667017698287964
398,11747,ACETYL PROPIONYL,55.5,20.02664699,0.0,experimental,1.3016082425717914
400,11902,METHYL 2 FUROATE,79.0,,0.14386789500713348,predicted,0.14386789500713348
401,11980,ETHYL 2-FUROATE,37.0,,-0.3017401099205017,predicted,-0.3017401099205017
402,11982,PROPYL 2-FUROATE,36.0,,-0.8929901123046875,predicted,-0.8929901123046875
403,12020,1-PENTEN-3-OL,74.0,,-0.0899505466222763,predicted,-0.0899505466222763
404,12041,ETHYL PYRUVATE,46.0,,0.16723798215389252,predicted,0.16723798215389252
405,12044,ISOPROPYL ISOBUTYRATE,48.0,,0.9162402749061584,predicted,0.9162402749061584
406,12072,CARHYDRANOL,31.0,,-1.2940300703048706,predicted,-1.2940300703048706
407,12097,5 METHYL FURFURAL,45.0,,-0.1744612753391266,predicted,-0.1744612753391266
408,12105,M-TOLUALDEHYDE,35.0,,-0.7197107672691345,predicted,-0.7197107672691345
409,12146,CYCLOHEXYL ACETATE,75.0,10.9509006,0.0,experimental,1.039449836941152
410,12170,FURFURYL ACETATE,32.0,,-0.3803303837776184,predicted,-0.3803303837776184
411,12177,2-METHYL-2-PENTENAL,82.0,,1.1506201028823853,predicted,1.1506201028823853
412,12180,METHYL BUTYRATE,65.0,32.3,0.0,experimental,1.5092025223311027
413,12206,METHYL VALERATE,67.5,,0.8800991177558899,predicted,0.8800991177558899
414,12209,2-METHYLBUTYL ACETATE,53.0,,0.7310985922813416,predicted,0.7310985922813416
415,12216,3-NONANOL,52.0,,-0.8728113174438477,predicted,-0.8728113174438477
416,12217,PENTYL PROPIONATE,35.0,,0.04635677486658096,predicted,0.04635677486658096
417,12230,ETHYL METHYL SULFIDE,99.0,,2.0376391410827637,predicted,2.0376391410827637
418,12257,ISOPROPYL FORMATE,58.0,100.0,0.0,experimental,2.0
419,12265,"2,5-DIMETHYLPYRROLE",40.0,,1.3050858974456787,predicted,1.3050858974456787
420,12266,"2,5-DIMETHYL FURAN",90.0,53.0,0.0,experimental,1.724275869600789
421,12278,1-METHYLBUTYL ACETATE,67.0,6.97557367,0.0,experimental,0.8435799297191787
422,12293,PROPYL HEXANOATE,33.0,,-0.2232445925474167,predicted,-0.2232445925474167
423,12294,BUTYL HEXANOATE,43.0,,-0.9144716262817383,predicted,-0.9144716262817383
424,12297,2-HEXANOL,42.0,,-0.028478607535362244,predicted,-0.028478607535362244
425,12327,ETHYL UNDECANOATE,28.0,,-2.518007516860962,predicted,-2.518007516860962
426,12329,DIMETHYL ADIPATE,4.0,,-1.5468496084213257,predicted,-1.5468496084213257
427,12344,5-METHYLHEXANOIC ACID,75.0,,-0.9592323899269104,predicted,-0.9592323899269104
428,12348,PENTYL ACETATE,80.0,4.87540095,0.0,experimental,0.6880103376165321
429,12367,2-NONANOL,51.0,,-1.0043669939041138,predicted,-1.0043669939041138
430,12377,DIPROPYL DISULFIDE,71.0,,0.14546699821949005,predicted,0.14546699821949005
431,12385,"1,8 OCTANE DINITRILE",36.0,,-0.5849825739860535,predicted,-0.5849825739860535
432,12506,TETRAHYDROFURFURYL ACETATE,29.0,,-0.4789504110813141,predicted,-0.4789504110813141
433,12508,ISOPROPYL PROPIONATE,62.0,,0.9466347098350525,predicted,0.9466347098350525
434,12529,AMYL FORMATE,79.0,,0.7525990009307861,predicted,0.7525990009307861
435,12530,TRIDECANOIC ACID,14.0,,-4.335258960723877,predicted,-4.335258960723877
436,12570,2-PROPYLPHENOL,54.0,,-1.291109561920166,predicted,-1.291109561920166
437,12571,PROPYL ISOBUTYRATE,40.0,,0.8873279094696045,predicted,0.8873279094696045
438,12578,4-ISOPROPYLACETOPHENONE,26.0,,-1.162096381187439,predicted,-1.162096381187439
439,12580,4 PROPYL PHENOL,55.0,,-1.4790246486663818,predicted,-1.4790246486663818
440,12613,ISOAMYL ISOVALERATE,51.0,,-0.548888623714447,predicted,-0.548888623714447
441,12729,ETHYL 10-UNDECENOATE,5.0,,-2.5916380882263184,predicted,-2.5916380882263184
442,12748,4-METHYLTHIAZOLE,80.0,,1.4213886260986328,predicted,1.4213886260986328
443,12756,HEXALACTONE GAMMA,32.0,,-0.3965262770652771,predicted,-0.3965262770652771
444,12769,"2,3,5-TRIMETHYLPHENOL",32.0,,-1.285056233406067,predicted,-1.285056233406067
445,12777,DELTA OCTALACTONE,34.0,,-0.684684693813324,predicted,-0.684684693813324
446,12844,DODECALACTONE DELTA,45.0,,-1.5413579940795898,predicted,-1.5413579940795898
447,13016,BENZYL METHYL SULFIDE,79.0,,0.16628366708755493,predicted,0.16628366708755493
448,13187,2 NONANONE,50.0,,-0.46176135540008545,predicted,-0.46176135540008545
449,13204,DELTA HEXALACTONE,28.0,,-0.5535181760787964,predicted,-0.5535181760787964
450,13216,DECALINOL,42.0,,-1.7263540029525757,predicted,-1.7263540029525757
451,13233,TROPICAL TRITHIANE,89.0,,-0.4638645648956299,predicted,-0.4638645648956299
452,13357,METHYL 2 METHYL BUTYRATE,80.0,,1.2338066101074219,predicted,1.2338066101074219
453,13436,DIPHENYL DISULFIDE,37.0,,-1.3193055391311646,predicted,-1.3193055391311646
454,13561,6-UNDECANONE,45.0,,-0.7881431579589844,predicted,-0.7881431579589844
455,13576,3-DECANONE,30.0,,-0.7152060270309448,predicted,-0.7152060270309448
456,13654,ISOPROPYL BENZOATE,29.0,,-1.2540735006332397,predicted,-1.2540735006332397
457,13663,ALPHA-NAPHTHYL METHYL KETONE,8.0,,-1.8263658285140991,predicted,-1.8263658285140991
458,14079,2-ACETYL PYRROLE,20.0,,0.15398888289928436,predicted,0.15398888289928436
459,14228,HEXYL OCTANOATE,25.0,,-2.8796236515045166,predicted,-2.8796236515045166
460,14235,MYRCENYL ACETATE,31.0,,-2.4216244220733643,predicted,-2.4216244220733643
461,14257,UNDECANE,10.0,0.412,0.0,experimental,-0.3851027839668654
462,14286,ORTHO-ACETYL PYRIDINE,79.0,,-0.5007657408714294,predicted,-0.5007657408714294
463,14295,2-PHENYL-1-PROPANOL,29.0,,-1.3780707120895386,predicted,-1.3780707120895386
464,14296,TETRAMETHYL PYRAZINE,38.0,,-0.6126400232315063,predicted,-0.6126400232315063
465,14328,"3',4'-DIMETHOXYACETOPHENONE",23.0,,-1.9962713718414307,predicted,-1.9962713718414307
466,14491,HEXANE DITHIOL,67.0,,0.0849120020866394,predicted,0.0849120020866394
467,14505,2-ACETYLFURAN,45.0,,0.2611981928348541,predicted,0.2611981928348541
468,14511,3-METHYL-2-CYCLOHEXENONE,28.0,,-0.299956351518631,predicted,-0.299956351518631
469,14514,2-ACETYL 5-METHYL FURAN,49.0,,-0.4488471448421478,predicted,-0.4488471448421478
470,14525,FENCHONE,50.0,,-0.574705958366394,predicted,-0.574705958366394
471,14529,CHERRY PROPANOL,45.0,,-1.2494608163833618,predicted,-1.2494608163833618
472,15037,1-FURFURYL PYRROLE,58.0,,-1.1969112157821655,predicted,-1.1969112157821655
473,15380,TRUFFLE SULFIDE,95.0,,1.1073280572891235,predicted,1.1073280572891235
474,15406,FENCHYL ALCOHOL,48.0,,-1.3989105224609375,predicted,-1.3989105224609375
475,15435,COUMARONE,29.0,0.45003701,0.0,experimental,-0.3467517693850026
476,15448,2-UNDECANOL,17.0,,-1.8563636541366577,predicted,-1.8563636541366577
477,15510,CYCLOPENTANETHIOL,85.0,,1.5418528318405151,predicted,1.5418528318405151
478,16237,ETHYL HYDROCINNAMATE,39.0,,-1.3235398530960083,predicted,-1.3235398530960083
479,16255,ISO AMYL OCTANOATE,25.0,,-2.3170413970947266,predicted,-2.3170413970947266
480,16296,AMYL BENZOATE,22.0,,-1.896375298500061,predicted,-1.896375298500061
481,16299,AMYL SALICYLATE,48.0,,-3.645777463912964,predicted,-3.645777463912964
482,16324,ALLYL BUTYRATE,55.0,,0.5608770251274109,predicted,0.5608770251274109
483,16330,BUTYL SALICYLATE,45.0,,-3.4537856578826904,predicted,-3.4537856578826904
484,16331,BUTYL LEVULINATE,28.0,,-1.680402159690857,predicted,-1.680402159690857
485,16441,PERILLA ALDEHYDE,58.0,,-0.9636843204498291,predicted,-0.9636843204498291
486,16582,2-ISOBUTOXYNAPHTHALENE,28.0,,-1.7931859493255615,predicted,-1.7931859493255615
487,16591,ALLYL PROPYL DISULFIDE,75.0,0.37503084,0.0,experimental,-0.4259330173626664
488,16678,6-TERT-BUTYL-O-CRESOL,31.0,,-1.470012903213501,predicted,-1.470012903213501
489,16724,CARVONE-D,55.0,15.5,0.0,experimental,1.1903316981702914
490,16821,DODECALACTONE GAMMA,30.0,,-1.646992564201355,predicted,-1.646992564201355
491,16832,ISOPROPYL HEXANOATE,27.0,,-0.07052429020404816,predicted,-0.07052429020404816
492,16846,PROPYL BENZOATE,32.0,,-1.2421225309371948,predicted,-1.2421225309371948
493,16867,2 METHYL 2 THIAZOLINE,87.5,,1.3994284868240356,predicted,1.3994284868240356
494,16872,HEXYL ISOBUTYRATE,39.0,,-0.8929876089096069,predicted,-0.8929876089096069
495,17004,2-TERT-BUTYL-4-METHYLPHENOL,78.0,0.025,0.0,experimental,-1.6020599913279623
496,17092,CLONAL,57.5,,-0.9791945815086365,predicted,-0.9791945815086365
497,17100,ALPHA-TERPINEOL,27.0,0.0423,0.0,experimental,-1.3736596326249577
502,17121,1 OCTENYL ACETATE,60.0,,-1.118627667427063,predicted,-1.118627667427063
503,17129,2-METHYLBUTYL 2-METHYLBUTYRATE,50.0,,-0.6881412267684937,predicted,-0.6881412267684937
504,17355,BENZYL ACETONE,45.0,,-0.8007099628448486,predicted,-0.8007099628448486
505,17365,ETHYL PHENOXYACETATE,59.0,,-1.856410264968872,predicted,-1.856410264968872
506,17586,SEC-BUTYL ETHYL ETHER,60.0,,1.712597131729126,predicted,1.712597131729126
507,17617,ALLYL CYCLOHEXYL PROPIONATE,47.0,,-1.8733421564102173,predicted,-1.8733421564102173
508,17623,METHYL N-ACETYLANTHRANILATE,8.0,,-3.3085193634033203,predicted,-3.3085193634033203
509,17697,PENTADECANAL,30.0,,-3.4248719215393066,predicted,-3.4248719215393066
510,17739,DIHYDROEUGENOL,46.0,,-1.5918855667114258,predicted,-1.5918855667114258
511,17898,2-METHOXY-3-METHYLPYRAZINE,82.0,,0.050541289150714874,predicted,0.050541289150714874
512,18467,2-METHOXYPYRAZINE,54.0,,0.7210996747016907,predicted,0.7210996747016907
513,18522,2-METHYLTETRAHYDROFURAN-3-ONE,80.0,,0.3083595931529999,predicted,0.3083595931529999
514,18554,2-ETHYLFURAN,71.0,,1.3115098476409912,predicted,1.3115098476409912
515,18686,ETHYL CYCLOHEXANECARBOXYLATE,41.0,,-0.559502363204956,predicted,-0.559502363204956
516,18698,NONALACTONE DELTA,60.0,,-0.7146762013435364,predicted,-0.7146762013435364
517,18756,BETA OCIMENE,65.0,,-0.06248806416988373,predicted,-0.06248806416988373
518,18818,SABINENE,39.0,,0.3733798861503601,predicted,0.3733798861503601
519,18826,MUSK R1,55.0,,-4.3913655281066895,predicted,-4.3913655281066895
520,18827,1-OCTEN-3-OL,80.0,,-0.4559294283390045,predicted,-0.4559294283390045
521,18938,"3,5,5 TRIMETHYL HEXANOL",56.0,0.22501851,0.0,experimental,-0.647781755398789
522,19089,PHENYL ETHYL METHYL ETHER,60.0,,-0.5671544075012207,predicted,-0.5671544075012207
523,19137,CUELURE,42.0,,-3.335310220718384,predicted,-3.335310220718384
524,19188,PHENOXYACETIC ACID,29.0,,-3.299346685409546,predicted,-3.299346685409546
525,19309,STRAWBERRY FURANONE,79.0,0.008,0.0,experimental,-2.0969100130080562
528,19310,DIMETHYL TRISULFIDE,90.0,,1.2680901288986206,predicted,1.2680901288986206
529,19602,2-PENTYL FURAN,42.0,,-0.3961455821990967,predicted,-0.3961455821990967
530,19603,2-HEPTYL FURAN,43.0,,-1.2635952234268188,predicted,-1.2635952234268188
531,19707,"2,3-HEXANEDIONE",88.0,0.5,0.0,experimental,-0.3010299956639812
532,19725,ALPHA-COPAENE,40.0,,-1.6868444681167603,predicted,-1.6868444681167603
533,19754,methyl propyl sulfide,92.0,,1.5750089883804321,predicted,1.5750089883804321
534,19844,METHYL VANILLATE,28.0,,-3.7899234294891357,predicted,-3.7899234294891357
535,20083,2-OCTANOL,37.0,0.24001974,0.0,experimental,-0.6197530390361915
536,20219,ALLYL CAPRYLATE,45.0,,-1.7471898794174194,predicted,-1.7471898794174194
537,20446,2-PHENYL-2-BUTENAL,29.0,,-0.7459770441055298,predicted,-0.7459770441055298
538,20487,OCTAHYDROCOUMARINE,47.5,,-0.696614682674408,predicted,-0.696614682674408
539,20499,COFFEE DIFURAN,44.0,,-0.7011915445327759,predicted,-0.7011915445327759
540,20508,CYCLOHEXANEETHANOL,31.0,,-0.9211138486862183,predicted,-0.9211138486862183
541,20739,FOLROSIA,38.0,,-1.269339680671692,predicted,-1.269339680671692
542,20745,SULCATOL,35.0,,-0.4213741421699524,predicted,-0.4213741421699524
543,20748,METHYL CYCLOHEXANECARBOXYLATE,38.0,,-0.4321843683719635,predicted,-0.4321843683719635
544,20797,NOOTKATONE 10% DPG,37.0,,-3.177985191345215,predicted,-3.177985191345215
545,20861,4-ETHYLBENZALDEHYDE,32.0,,-0.8415567278862,predicted,-0.8415567278862
546,20928,1-HEXEN-3-OL,87.0,,-0.22729499638080597,predicted,-0.22729499638080597
547,20959,DELPHONE,55.0,,-0.8041739463806152,predicted,-0.8041739463806152
548,20995,2-PENTYL THIOPHENE,68.0,,-0.3272963762283325,predicted,-0.3272963762283325
549,21003,CYCLOPENTYL CYCLOPENTENONE,37.0,,-0.868886411190033,predicted,-0.868886411190033
550,21057,1-HEPTEN-3-OL,31.0,,-0.3403295576572418,predicted,-0.3403295576572418
551,21265,PRENYL BENZOATE,12.0,,-1.815136432647705,predicted,-1.815136432647705
552,21574,"3,5,5-TRIMETHYLHEXANAL",49.0,0.08,0.0,experimental,-1.0969100130080565
553,21648,PARA-HYDROXY PHENYL BUTANONE,15.0,,-2.54561185836792,predicted,-2.54561185836792
554,21768,GERANYL NITRILE,60.0,,-0.2483401745557785,predicted,-0.2483401745557785
555,21828,"2-METHYL-1,3-DITHIOLANE",78.0,,0.941903829574585,predicted,0.941903829574585
556,21895,PHENYLACETALDEHYDE GLYCERYL ACETAL,25.0,,-2.175253391265869,predicted,-2.175253391265869
557,22201,"2,3 DIMETHYL PYRAZINE",55.0,,0.5302454233169556,predicted,0.5302454233169556
558,22227,(+)-DIHYDROCARVONE,58.5,,-0.695048451423645,predicted,-0.695048451423645
559,22310,LINALOOL OXIDE,40.0,,-1.7287812232971191,predicted,-1.7287812232971191
560,22311,LIMONENE,52.0,1.55,0.0,experimental,0.1903316981702915
563,22386,2-PENTANOL,55.0,4.12533927,0.0,experimental,0.6154596709538042
564,22629,HEXYL SALICYLATE,37.0,,-3.952324867248535,predicted,-3.952324867248535
565,23173,12-OXAHEXADECANOLID (hibiscolide),34.0,,-4.063695907592773,predicted,-4.063695907592773
566,23235,HEXYL BENZOATE,20.0,32.0,0.0,experimental,1.505149978319906
567,23367,BENZYL HEXANOATE,19.0,,-2.0184922218322754,predicted,-2.0184922218322754
568,23642,ORTHO THIOGUAIACOL,76.0,,-0.6837151050567627,predicted,-0.6837151050567627
569,24114,BUTYL BUTYRYL LACTATE,45.0,,-2.4789156913757324,predicted,-2.4789156913757324
570,24117,ALLYL PHENOXYACETATE,80.0,,-2.8234546184539795,predicted,-2.8234546184539795
571,24191,CITRAL DIMETHYL ACETAL,40.0,,-1.4154428243637085,predicted,-1.4154428243637085
572,24433,BUTYL ANTHRANILATE,18.0,,-2.2859444618225098,predicted,-2.2859444618225098
573,24473,DIHYDROCARVONE DEXTRO,25.0,,-0.6901085376739502,predicted,-0.6901085376739502
574,24680,IONONE MIXED ISOMERS,58.0,0.019,0.0,experimental,-1.7212463990471711
576,24838,HEXYL 2 METHYL BUTYRATE,52.0,,-1.4061203002929688,predicted,-1.4061203002929688
577,24874,SEC-BUTYLAMINE,100.0,135.01110331,0.0,experimental,2.1303694863318468
578,24915,DIMETHYL BENZYL CARBINYL BUTYRATE,36.0,,-2.693640947341919,predicted,-2.693640947341919
579,25311,tridecanal,57.0,,-2.156614303588867,predicted,-2.156614303588867
580,25325,decahydro-2-naphthyl formate,22.0,,-1.6915037631988525,predicted,-1.6915037631988525
581,25612,ROSALVA,56.0,,-2.055365562438965,predicted,-2.055365562438965
582,25916,"2-ETHYL-3,6-DIMETHYLPYRAZINE",86.0,,-0.5977267622947693,predicted,-0.5977267622947693
583,26204,"5-METHYL-2,3-HEXANEDIONE",65.0,,-1.188693881034851,predicted,-1.188693881034851
584,26289,CUMINYL NITRILE,42.0,,-0.6906923055648804,predicted,-0.6906923055648804
585,26333,2-ISOBUTYL-3-METHYLPYRAZINE,41.0,,-0.8751856684684753,predicted,-0.8751856684684753
586,26334,"2-ETHYL-3,5(OR 6)-DIMETHYL PYRAZINE 99%",64.75,,-0.5916824340820312,predicted,-0.5916824340820312
587,26447,MENTHONE,48.0,,-0.48848655819892883,predicted,-0.48848655819892883
588,26808,"2,3,5 TRIMETHYL PYRAZINE",90.0,,-0.2284572869539261,predicted,-0.2284572869539261
589,26955,BETA-IONONE,45.0,0.054,0.0,experimental,-1.2676062401770316
590,27209,(+-)-dihydroactinidolide,15.0,,-1.2602323293685913,predicted,-1.2602323293685913
591,27440,2-ETHYL 4-METHYL THIAZOLE,75.0,,0.7272753119468689,predicted,0.7272753119468689
592,27457,2-ETHYL-3-METHYLPYRAZINE,78.0,,-0.26291152834892273,predicted,-0.26291152834892273
593,27458,SHOYU PYRAZINE,74.0,,-0.6077108979225159,predicted,-0.6077108979225159
594,27867,MENTHYL ACETATE RACEMIC,29.5,,-1.9124014377593994,predicted,-1.9124014377593994
595,27941,ORIVONE,47.0,,-0.9396541714668274,predicted,-0.9396541714668274
596,28905,"2,3-DIETHYL-5-METHYLPYRAZINE",53.0,,-0.870381772518158,predicted,-0.870381772518158
597,29096,DIHYDROMYRCENOL,44.5,,-1.2630466222763062,predicted,-1.2630466222763062
598,29381,METHYL OCTYL ACETALDEHYDE,55.0,,-1.191013216972351,predicted,-1.191013216972351
599,30215,"2,4,5-TRIMETHYLOXAZOLE",90.0,,0.7031006813049316,predicted,0.7031006813049316
600,30249,TETRAHYDROGERANYL ACETATE,35.0,,-1.8758546113967896,predicted,-1.8758546113967896
601,30771,CYCLOHEXYL ETHYL ACETATE,50.5,,-0.9616540670394897,predicted,-0.9616540670394897
602,31209,A-AMYL CINNAMALDEHYDE,43.0,,-2.1217427253723145,predicted,-2.1217427253723145
603,31210,BUTYL PHENYL ACETATE,60.0,,-1.6796151399612427,predicted,-1.6796151399612427
604,31211,4-(4 HYDROXY-3-METHOXYPHENYL) BUTAN-2-ONE,52.0,,-3.8538923263549805,predicted,-3.8538923263549805
605,31219,BENZYL PROPIONATE,31.0,,-1.3702460527420044,predicted,-1.3702460527420044
606,31225,PHENYL ETHYL PROPIONATE,29.0,,-1.4697825908660889,predicted,-1.4697825908660889
607,31226,3-PHENYLPROPYL ACETATE,34.0,,-1.3757846355438232,predicted,-1.3757846355438232
608,31227,BENZYL ISOAMYL ETHER,25.0,,-1.1228193044662476,predicted,-1.1228193044662476
609,31231,PARA-ANISYL METHYL KETONE,42.0,,-1.1016520261764526,predicted,-1.1016520261764526
610,31242,4-ETHYLPHENOL,49.0,0.0372,0.0,experimental,-1.4294570601181025
611,31244,PARA-ANISALDEHYDE,35.0,0.0329,0.0,experimental,-1.4828041020500258
613,31246,4-HEPTANONE,35.0,5.2504318,0.0,experimental,0.7201950216242099
614,31253,MYRCENE,42.0,2.09,0.0,experimental,0.32014628611105395
615,31260,3-METHYL BUTANOL,65.0,3.00024674,0.0,experimental,0.4771569725243357
616,31264,PARALDEHYDE,65.0,7.50061685,0.0,experimental,0.8750969811963732
617,31265,ETHYL CAPROATE,53.0,,0.27568337321281433,predicted,0.27568337321281433
618,31268,PYRROLIDINE,100.0,62.7,0.0,experimental,1.7972675408307164
619,31272,BUTYL ACETATE,68.0,9.00074022,0.0,experimental,0.9542782272439981
621,31276,ISOAMYL ACETATE,65.0,5.6,0.0,experimental,0.7481880270062004
624,31284,METHYL MYRISTATE,10.0,0.00049,0.0,experimental,-3.309803919971486
625,31286,OCTANENITRILE,79.0,,-0.1900613158941269,predicted,-0.1900613158941269
626,31289,ALD C9,60.0,0.37,0.0,experimental,-0.431798275933005
628,31353,LINALYL BENZOATE,18.66666666666667,,-3.1962103843688965,predicted,-3.1962103843688965
629,31404,BUTYLATED HYDROXYTOLUENE,34.0,0.0097508,0.0,experimental,-2.0109597513442803
630,31408,NOPOL,29.0,,-1.584937572479248,predicted,-1.584937572479248
631,32052,DAMASCONE BETA,34.0,,-1.404244065284729,predicted,-1.404244065284729
632,32065,NUTTY PYRAZINE,61.0,,-0.798126220703125,predicted,-0.798126220703125
633,32093,2-ACETYL-3-METHYLPYRAZINE,55.0,,-0.8387553095817566,predicted,-0.8387553095817566
634,32594,2-METHOXY 3 ISOBUTYL PYRAZINE,79.0,,-0.9301373958587646,predicted,-0.9301373958587646
635,33032,L-GLUTAMIC ACID,2.0,1.1e-05,0.0,experimental,-4.958607314841775
636,33135,2-ETHYL-3-METHOXYPYRAZINE,81.0,,-0.335371196269989,predicted,-0.335371196269989
637,33166,BEAN PYRAZINE,91.0,,-0.5997197031974792,predicted,-0.5997197031974792
638,33637,2-METHOXYTOLUENE,45.0,,0.05692105367779732,predicted,0.05692105367779732
639,33931,ETHYL FURANEOL,45.0,,-2.0833585262298584,predicted,-2.0833585262298584
640,34286,2-METHYL-3-FURANTHIOL,90.0,,0.5629298686981201,predicted,0.5629298686981201
641,35821,DIHYDRO ALPHA IONONE,47.0,,-1.193299412727356,predicted,-1.193299412727356
642,36081,PTBCHA PARATERTIARY BUTYL CYCLOHEXYL ACETATE,45.0,,-1.7254968881607056,predicted,-1.7254968881607056
643,36822,TETRAHYDRO TERRAZINE A/K/A,75.0,,-1.0603665113449097,predicted,-1.0603665113449097
644,37066,LAVENDER ALDEHYDE,55.0,,-0.28807497024536133,predicted,-0.28807497024536133
645,39801,9-DECENYL ACETATE,21.0,,-2.308133363723755,predicted,-2.308133363723755
646,39914,MASSOIA LACTONE,45.0,,-1.3757659196853638,predicted,-1.3757659196853638
647,41270,ZENOLIDE,43.0,,-4.6671881675720215,predicted,-4.6671881675720215
648,42745,NONISYL ACETATE,37.0,,-1.44167160987854,predicted,-1.44167160987854
649,43263,2-PENTYL BUTYRATE,63.0,,-0.3456222414970398,predicted,-0.3456222414970398
650,43851,ETHYL LINALYL ACETATE,38.0,,-2.8221628665924072,predicted,-2.8221628665924072
651,47167,PHANTOLID,17.5,,-4.178410053253174,predicted,-4.178410053253174
652,60979,ETHYL P-ANISATE,20.0,,-2.069702386856079,predicted,-2.069702386856079
653,60983,"2,3-HEPTANEDIONE",79.0,,-0.9411997199058533,predicted,-0.9411997199058533
654,60985,CITRONELLYL ISOBUTYRATE,43.0,,-2.5193278789520264,predicted,-2.5193278789520264
655,60997,PARA CRESYL PHENYL ACETATE,30.0,,-3.0242526531219482,predicted,-3.0242526531219482
656,60998,ISOBUTYL PHENYL ACETATE,58.0,,-1.946953535079956,predicted,-1.946953535079956
657,60999,BENZYL PHENYL ACETATE,50.0,,-3.3852906227111816,predicted,-3.3852906227111816
658,61006,PARA TOLYL ACETALDEHYDE,60.0,,-0.33981770277023315,predicted,-0.33981770277023315
659,61015,BUTYL LAURATE,16.0,,-3.6546175479888916,predicted,-3.6546175479888916
660,61016,MELONAL,55.0,,-0.07989673316478729,predicted,-0.07989673316478729
661,61020,3-METHYL-2-BUTENAL,57.0,5.62546264,0.0,experimental,0.7501582447810772
662,61030,OCTYL BUTYRATE,62.0,,-1.9262759685516357,predicted,-1.9262759685516357
663,61031,ALD C12 MNA,55.0,,-1.4707130193710327,predicted,-1.4707130193710327
664,61041,SAFRANAL,60.0,,-0.617114782333374,predicted,-0.617114782333374
665,61046,BENZYL ISO EUGENOL,39.0,,-2.6554431915283203,predicted,-2.6554431915283203
666,61047,ISOEUGENYL PHENYL ACETATE,55.0,,-3.859220504760742,predicted,-3.859220504760742
667,61048,ISOBUTYL BENZOATE,38.0,,-1.9563391208648682,predicted,-1.9563391208648682
668,61054,ANISYL FORMATE,17.0,,-1.8623054027557373,predicted,-1.8623054027557373
669,61098,LINALYL PROPIONATE,36.0,,-2.6170032024383545,predicted,-2.6170032024383545
670,61124,BETA-HOMOCYCLOCITRAL,35.0,,-0.8990174531936646,predicted,-0.8990174531936646
671,61134,BENZYL BUTYL ETHER,35.0,,-1.144696593284607,predicted,-1.144696593284607
672,61137,BUTYL VALERATE,33.0,,-0.498020201921463,predicted,-0.498020201921463
673,61151,METHYL METHOXY BENZOATE,19.0,,-1.8674371242523193,predicted,-1.8674371242523193
674,61155,2 METHOXY PHENYL ACETATE,28.0,,-1.8104350566864014,predicted,-1.8104350566864014
675,61177,HEXYL FORMATE,48.0,,0.31469979882240295,predicted,0.31469979882240295
